agent_code,total_policies,avg_policies,nill_rate,avg_ANBP,avg_income,avg_customers,avg_proposals,active_months,cluster,performance_group,recommendation,PCA1,PCA2,is_nill
0fc88310,427,20.333333333333332,0.09523809523809523,1223868.761904762,269753.3333333333,15.714285714285714,17.761904761904763,21,2,High,"Retention incentives, high-value leads",0.8787466797323997,0.6554448442043939,False
0fd5804f,464,22.095238095238095,0.0,1012933.0,187055.38095238095,16.333333333333332,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.4990948825424489,0.9310807281104624,False
10944892,192,19.2,0.1,957741.1,187795.9,15.1,16.0,10,0,Mid,"Targeted training, quote-to-sale improvement",-1.2109589841871824,-1.8385783720916424,False
10be4b4c,468,22.285714285714285,0.047619047619047616,1216998.619047619,263574.71428571426,14.857142857142858,18.38095238095238,21,2,High,"Retention incentives, high-value leads",1.5273304248516908,0.7917982828128354,False
10dabaca,514,24.476190476190474,0.0,1375058.0,253727.7619047619,14.714285714285714,19.0,21,2,High,"Retention incentives, high-value leads",2.5879676922736428,0.9363221306582991,False
11029f56,408,19.428571428571427,0.14285714285714285,1048381.4285714285,258324.04761904763,15.428571428571429,16.952380952380953,21,2,High,"Retention incentives, high-value leads",-0.17370223822509273,0.649565525203253,False
11b6f9e5,311,14.80952380952381,0.3333333333333333,830514.8095238095,304768.38095238095,14.285714285714286,17.19047619047619,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.040888864577049,0.3711043751067813,False
11c7cd6c,411,19.571428571428573,0.14285714285714285,958453.6666666666,233277.7619047619,15.666666666666666,18.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.22179240240858447,0.8099090687886371,False
11ddf2a7,423,20.142857142857142,0.047619047619047616,914779.0952380953,195996.38095238095,16.952380952380953,16.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.5316257295915715,0.7848968758301799,False
11edb733,442,21.047619047619047,0.047619047619047616,994137.8571428572,205000.7619047619,14.666666666666666,17.523809523809526,21,2,High,"Retention incentives, high-value leads",0.1018620948102732,0.7607307045290084,False
11ee7678,438,20.857142857142858,0.09523809523809523,890357.7142857143,176330.61904761905,14.80952380952381,17.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.6575800485927262,0.8729005517978564,False
1235ad70,351,16.714285714285715,0.19047619047619047,549265.4761904762,205472.04761904763,14.666666666666666,17.333333333333332,21,0,Mid,"Targeted training, quote-to-sale improvement",-2.423218460914303,0.645476265519934,False
12d58408,420,20.0,0.14285714285714285,942962.9523809524,205879.09523809524,14.428571428571429,16.904761904761905,21,2,High,"Retention incentives, high-value leads",-0.7596229185088836,0.7509022669267098,False
12e43255,415,19.761904761904763,0.09523809523809523,1079415.0476190476,246052.90476190476,16.761904761904763,17.666666666666668,21,2,High,"Retention incentives, high-value leads",0.271674586485227,0.7385977312596849,False
13e6e2f9,418,19.904761904761905,0.14285714285714285,1056824.619047619,271267.2380952381,14.333333333333334,19.0,21,2,High,"Retention incentives, high-value leads",0.45089293332633323,0.7086927585958536,False
140655a0,181,18.1,0.1,1271863.3,251067.9,16.2,15.0,10,0,Mid,"Targeted training, quote-to-sale improvement",-0.4086205519671829,-2.0708440601535236,False
1450745b,394,18.761904761904763,0.14285714285714285,827335.7142857143,173348.85714285713,14.857142857142858,17.571428571428573,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.3817566475149035,0.7542697182528532,False
145cbf5b,392,18.666666666666668,0.09523809523809523,879522.4285714285,197021.80952380953,14.571428571428571,16.38095238095238,21,2,High,"Retention incentives, high-value leads",-1.1746235991083158,0.5591265961218029,False
15047db1,432,20.571428571428573,0.047619047619047616,987067.9523809524,221860.09523809524,16.142857142857142,16.428571428571427,21,2,High,"Retention incentives, high-value leads",-0.053871065956605776,0.7340371042895576,False
157cd419,38,19.0,0.0,1080233.0,232169.5,15.0,15.0,2,1,Low,"Mentoring, onboarding refreshers",-0.5626308943226299,-3.9152686444417606,False
1630a967,472,22.476190476190474,0.09523809523809523,828030.0952380953,184304.2380952381,14.571428571428571,19.857142857142858,21,2,High,"Retention incentives, high-value leads",0.1920869093319682,1.1747420774385464,False
166ddb3a,436,20.761904761904763,0.0,1135576.5714285714,241412.2380952381,16.523809523809526,16.19047619047619,21,2,High,"Retention incentives, high-value leads",0.6273304768801966,0.6208611219653453,False
17b72bab,521,24.80952380952381,0.0,1200902.238095238,232418.04761904763,14.80952380952381,19.857142857142858,21,2,High,"Retention incentives, high-value leads",2.297832149634345,1.1129896675269018,False
1844e2c4,227,18.916666666666668,0.16666666666666666,876755.5,241757.5,15.583333333333334,17.5,12,0,Mid,"Targeted training, quote-to-sale improvement",-0.8994315248793947,-1.2489728942422722,False
1892831c,473,22.523809523809526,0.09523809523809523,1306226.8095238095,246733.52380952382,15.380952380952381,19.19047619047619,21,2,High,"Retention incentives, high-value leads",1.6424450088552214,0.9352208295853885,False
18f0e6f8,429,20.428571428571427,0.09523809523809523,938189.2380952381,203696.2380952381,15.714285714285714,17.19047619047619,21,2,High,"Retention incentives, high-value leads",-0.38464317029210987,0.8312121872557858,False
196a3da0,402,19.142857142857142,0.19047619047619047,952363.0,264458.4285714286,15.19047619047619,17.857142857142858,21,2,High,"Retention incentives, high-value leads",-0.4012069152091824,0.7407488547155877,True
19dda843,536,25.523809523809526,0.0,1269921.4285714286,274541.85714285716,14.238095238095237,20.523809523809526,21,2,High,"Retention incentives, high-value leads",3.066212555519588,1.1109401084443402,False
19e0d9d3,487,23.19047619047619,0.047619047619047616,1173238.0476190476,242632.38095238095,15.571428571428571,18.80952380952381,21,2,High,"Retention incentives, high-value leads",1.5820167809517107,0.9977383482322627,False
1a1279f8,501,23.857142857142858,0.0,1297513.3333333333,255019.38095238095,15.095238095238095,18.285714285714285,21,2,High,"Retention incentives, high-value leads",2.156406208615025,0.8890348805309549,False
1a7f1c16,456,21.714285714285715,0.047619047619047616,1094950.761904762,254355.66666666666,16.38095238095238,17.952380952380953,21,2,High,"Retention incentives, high-value leads",1.0350859030823207,0.8639970305311688,False
1ab4c789,446,21.238095238095237,0.047619047619047616,977397.4761904762,219430.7142857143,15.80952380952381,17.571428571428573,21,2,High,"Retention incentives, high-value leads",0.2839169178770449,0.8456822375978369,False
1ac57404,441,24.5,0.05555555555555555,1167227.2777777778,234882.05555555556,15.444444444444445,21.27777777777778,18,2,High,"Retention incentives, high-value leads",2.2276235446530768,0.5119536862157221,False
1b2014ec,417,19.857142857142858,0.047619047619047616,872318.9047619047,172555.47619047618,15.428571428571429,17.571428571428573,21,2,High,"Retention incentives, high-value leads",-0.6427994776228358,0.7645627519356316,False
1b6476ac,427,20.333333333333332,0.14285714285714285,750103.7619047619,161173.80952380953,17.047619047619047,19.047619047619047,21,2,High,"Retention incentives, high-value leads",-0.8925006932483215,1.177300137940941,False
1b77fbd0,463,22.047619047619047,0.047619047619047616,1231089.761904762,279556.4285714286,16.761904761904763,18.095238095238095,21,2,High,"Retention incentives, high-value leads",1.6566407383300554,0.8473050909899623,False
1b99b648,466,22.19047619047619,0.047619047619047616,1135928.142857143,251825.42857142858,14.666666666666666,18.333333333333332,21,2,High,"Retention incentives, high-value leads",1.2158367720329362,0.8134627895065277,False
1bafe9a2,224,16.0,0.2857142857142857,916840.5,265569.5,17.071428571428573,17.0,14,0,Mid,"Targeted training, quote-to-sale improvement",-1.7273639565780479,-0.8288949397138853,False
1bdc27c3,429,20.428571428571427,0.14285714285714285,791641.4761904762,190409.95238095237,16.142857142857142,18.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.6445887134616639,1.0684407532826572,False
1c413762,462,22.0,0.0,1047360.2857142857,194504.38095238095,16.571428571428573,16.476190476190474,21,2,High,"Retention incentives, high-value leads",0.3864047991382434,0.863333076704555,False
1c54ce8b,497,23.666666666666668,0.0,1142641.8095238095,251480.14285714287,17.285714285714285,18.285714285714285,21,2,High,"Retention incentives, high-value leads",1.843507729606267,1.0713597188693798,False
1c95f015,551,26.238095238095237,0.0,1530343.142857143,280570.5238095238,16.666666666666668,20.238095238095237,21,2,High,"Retention incentives, high-value leads",3.880656330574936,1.216129267974022,False
1cdac474,382,18.19047619047619,0.09523809523809523,1081682.3333333333,239549.47619047618,16.047619047619047,15.476190476190476,21,2,High,"Retention incentives, high-value leads",-0.6242608447815647,0.42693416233409565,False
1d06e191,151,25.166666666666668,0.0,1432186.3333333333,274967.6666666667,16.166666666666668,20.0,6,1,Low,"Mentoring, onboarding refreshers",2.9994965156366913,-2.7381291325739983,False
1d07a8b2,417,19.857142857142858,0.14285714285714285,1072747.0,220418.19047619047,16.142857142857142,18.095238095238095,21,2,High,"Retention incentives, high-value leads",-0.05686898879846159,0.826592899867784,False
1d08e7c3,446,21.238095238095237,0.09523809523809523,1252917.8095238095,333346.90476190473,16.476190476190474,19.142857142857142,21,2,High,"Retention incentives, high-value leads",1.9889125638931617,0.7818301150174024,False
1d8f94c7,275,22.916666666666668,0.08333333333333333,1410287.6666666667,315247.1666666667,17.333333333333332,20.166666666666668,12,1,Low,"Mentoring, onboarding refreshers",2.686617082389538,-1.1849007011926749,False
1de378ca,417,19.857142857142858,0.09523809523809523,1186256.761904762,272216.38095238095,15.285714285714286,16.428571428571427,21,2,High,"Retention incentives, high-value leads",0.4052719434942112,0.5279800394410907,False
1e05b8c4,445,21.19047619047619,0.09523809523809523,1230566.857142857,249727.2857142857,15.095238095238095,17.80952380952381,21,2,High,"Retention incentives, high-value leads",0.9000958345461353,0.7341980903032077,False
1e3e08fc,270,24.545454545454547,0.0,1324522.1818181819,197225.9090909091,16.272727272727273,19.272727272727273,11,1,Low,"Mentoring, onboarding refreshers",1.9552350087790822,-1.3876021185247784,False
1e3e90f3,288,20.571428571428573,0.07142857142857142,1285715.142857143,251997.7142857143,14.714285714285714,16.142857142857142,14,2,High,"Retention incentives, high-value leads",0.5056288498319118,-1.107493735436725,False
1e587e04,98,24.5,0.0,442110.75,91910.5,15.5,19.75,4,1,Low,"Mentoring, onboarding refreshers",-0.9062461016890744,-2.7051482087623495,False
1ec9c089,435,20.714285714285715,0.047619047619047616,1046645.6666666666,240963.7142857143,16.333333333333332,15.428571428571429,21,2,High,"Retention incentives, high-value leads",0.05340519818591471,0.6706067847153321,False
1eda1691,483,23.0,0.0,1284981.9047619049,272093.38095238095,15.761904761904763,18.476190476190474,21,2,High,"Retention incentives, high-value leads",2.1521064273748522,0.8297511913795518,False
1ee2b2ae,435,20.714285714285715,0.14285714285714285,1251048.7142857143,253719.2857142857,16.238095238095237,20.142857142857142,21,2,High,"Retention incentives, high-value leads",1.2376338661445663,0.9101321841165487,False
1f5135c3,416,19.80952380952381,0.09523809523809523,909160.3333333334,231846.0,15.619047619047619,17.666666666666668,21,2,High,"Retention incentives, high-value leads",-0.25392018752479895,0.7579019741235689,False
1ff8e6d6,97,16.166666666666668,0.16666666666666666,1078850.0,222776.0,12.0,16.333333333333332,6,0,Mid,"Targeted training, quote-to-sale improvement",-1.6695436175178777,-2.9974027901452707,False
2022f5a4,467,22.238095238095237,0.047619047619047616,1092211.0,217359.66666666666,18.095238095238095,17.761904761904763,21,2,High,"Retention incentives, high-value leads",0.874529291041294,1.0635611106186145,False
20326773,419,19.952380952380953,0.047619047619047616,1048081.9523809524,209742.80952380953,13.714285714285714,16.38095238095238,21,2,High,"Retention incentives, high-value leads",-0.2692857912627667,0.5007451267808092,False
207ecfc9,445,21.19047619047619,0.047619047619047616,1074407.619047619,245952.85714285713,15.714285714285714,16.904761904761905,21,2,High,"Retention incentives, high-value leads",0.5518135353519957,0.7347528564640183,False
20f326a5,473,22.523809523809526,0.047619047619047616,1184001.4285714286,229452.42857142858,14.952380952380953,18.19047619047619,21,2,High,"Retention incentives, high-value leads",1.1922141652320082,0.8677216113504244,False
224be699,423,20.142857142857142,0.19047619047619047,567653.5714285715,165905.7142857143,14.857142857142858,18.714285714285715,21,0,Mid,"Targeted training, quote-to-sale improvement",-1.652386606282311,1.1379758745617818,False
2296c882,472,22.476190476190474,0.09523809523809523,1009389.619047619,224814.19047619047,14.333333333333334,18.523809523809526,21,2,High,"Retention incentives, high-value leads",0.6169220879614493,0.9798722775500893,False
232f671f,434,20.666666666666668,0.047619047619047616,1051384.0952380951,203656.09523809524,14.238095238095237,15.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.2683509538088518,0.5902530223790491,False
23a5ee4a,449,21.38095238095238,0.047619047619047616,1185385.761904762,250044.09523809524,17.476190476190474,18.19047619047619,21,2,High,"Retention incentives, high-value leads",1.22370752868722,0.874236589988958,False
23b47704,423,20.142857142857142,0.09523809523809523,974896.8571428572,212357.61904761905,17.285714285714285,16.285714285714285,21,2,High,"Retention incentives, high-value leads",-0.4248531945819891,0.8317660280839997,False
242ff816,421,20.047619047619047,0.09523809523809523,713242.4761904762,169965.19047619047,14.619047619047619,16.571428571428573,21,2,High,"Retention incentives, high-value leads",-1.4137542926538502,0.8222811672654315,False
246a70a6,333,20.8125,0.125,1004130.625,226239.5625,14.9375,17.0625,16,2,High,"Retention incentives, high-value leads",-0.24009200973975162,-0.35345095973275437,False
2504b4ba,45,15.0,0.0,740811.3333333334,158285.0,16.666666666666668,11.0,3,0,Mid,"Targeted training, quote-to-sale improvement",-3.4844124082659502,-3.5997621076152546,False
250d39cb,452,21.523809523809526,0.09523809523809523,1264432.9047619049,251704.80952380953,15.0,18.571428571428573,21,2,High,"Retention incentives, high-value leads",1.223748885362804,0.7837548961320479,False
2522b4fe,249,19.153846153846153,0.07692307692307693,709105.9230769231,133853.92307692306,14.461538461538462,15.538461538461538,13,0,Mid,"Targeted training, quote-to-sale improvement",-2.189959202989655,-1.1012105163261656,False
25cd5d60,342,20.11764705882353,0.11764705882352941,989918.2941176471,234257.58823529413,15.117647058823529,18.058823529411764,17,2,High,"Retention incentives, high-value leads",-0.08323034672605147,-0.14021678254678274,False
26142387,427,20.333333333333332,0.047619047619047616,945723.5714285715,215136.47619047618,14.19047619047619,17.761904761904763,21,2,High,"Retention incentives, high-value leads",-0.04510631198127904,0.6706623732861503,False
264728f9,420,20.0,0.09523809523809523,1050821.1904761905,226664.14285714287,16.047619047619047,18.238095238095237,21,2,High,"Retention incentives, high-value leads",0.19656544218877084,0.7800059525581096,False
269c4e60,279,25.363636363636363,0.0,1198285.3636363635,228110.36363636365,14.272727272727273,20.09090909090909,11,1,Low,"Mentoring, onboarding refreshers",2.192606664670945,-1.4128882884184026,False
26c3dddd,474,22.571428571428573,0.047619047619047616,1086722.4761904762,237889.57142857142,14.428571428571429,17.761904761904763,21,2,High,"Retention incentives, high-value leads",0.943531357124873,0.8508588769620805,False
26f591b2,452,21.523809523809526,0.047619047619047616,953988.6666666666,175623.52380952382,15.380952380952381,17.857142857142858,21,2,High,"Retention incentives, high-value leads",-0.017975304478095245,0.9229025578773526,False
